domain,sld,tld,is_com,length,has_hyphen,has_digit,token_count,cluster_keyword,exact_match,age_years,true_distance,embedding_distance,distance_used,S_k,slope_k,alpha_i,gamma_k,log_price_latent,sale_prob,sold,log_price_obs,price_obs
austincrypto.com,austincrypto,.com,1,12,0,0,1,crypto,0,2.0149344344554483,0.0851940925333931,0.5119335651397705,0.5119335651397705,0.7356127867582534,-1.662051508082428,0.11780409431190214,1.823211015282611,1.7469918272000577,0.3149440044320399,1,1.7637664379447735,5.83437085874356
easycryptobot.com,easycryptobot,.com,1,13,0,0,1,crypto,0,4.4054804991291086,0.2308707953029551,0.3935027122497558,0.3935027122497558,0.7356127867582534,-1.662051508082428,0.14873806410265222,1.808638582630203,1.5801099519772654,0.2903009149381097,0,,
elitecryptoconnect2.com,elitecryptoconnect2,.com,1,19,0,1,1,crypto,0,2.3837292507358696,0.5218435909544213,0.3953543305397033,0.3953543305397033,0.7356127867582534,-1.662051508082428,-0.6779384264468953,1.6761069055977764,0.49723130441318875,0.16084718360543682,0,,
truecryptoassist.com,truecryptoassist,.com,1,16,0,0,1,crypto,0,4.853786347877705,0.1994139595074232,0.4710544149080912,0.4710544149080912,0.7356127867582534,-1.662051508082428,0.23330043401333672,1.8783044897717016,1.3079523291887836,0.25266795983048923,1,1.259501149056117,3.5236632661104523
cryptoconnect.com,cryptoconnect,.com,1,13,0,0,1,crypto,0,3.7499923969894335,0.3843175969830923,0.4107904434204101,0.4107904434204101,0.7356127867582534,-1.662051508082428,-0.3437067969406052,1.7809546633785358,1.074146464567041,0.2230296487844401,0,,
crypto-fast.net,crypto-fast,.net,0,11,1,0,2,crypto,0,1.3371674468477466,0.2470693636818266,0.3710418939590454,0.3710418939590454,0.7356127867582534,-1.662051508082428,-0.5048046974457939,1.699615741789345,0.2882531962875076,0.14206754457260184,0,,
cryptola.net,cryptola,.net,0,8,0,0,1,crypto,0,8.402280194995164,0.6424284021711152,0.6307088335355123,0.6307088335355123,0.7356127867582534,-1.662051508082428,-0.02044393535053885,1.8835929585549125,0.5645993317982013,0.16731453862326062,1,0.5482039504892705,1.73014280351824
quickcryptosolutions.org,quickcryptosolutions,.org,0,20,0,0,1,crypto,0,9.752528686617564,0.4094439423248042,0.3578117489814758,0.3578117489814758,0.7356127867582534,-1.662051508082428,0.029393351160058992,1.8385442751342949,0.9320732352931994,0.2062714125265961,0,,
crypto-prime.com,crypto-prime,.com,1,12,1,0,2,crypto,0,2.298661014289259,0.1593529406871949,0.5269055565198263,0.5269055565198263,0.7356127867582534,-1.662051508082428,-0.24272715760029825,1.6873268700507693,1.3308021706044613,0.2557001553927262,0,,
crypto-quick.com,crypto-quick,.com,1,12,1,0,2,crypto,0,2.631039628368488,0.1352463678519952,0.3530454635620117,0.3530454635620117,0.7356127867582534,-1.662051508082428,0.290861150183791,1.9306648566272204,1.6643227727777383,0.3025943599198694,1,1.6043311702673113,4.974531375365005
trustedcryptopro.com,trustedcryptopro,.com,1,16,0,0,1,crypto,0,3.94133395960024,0.5306882423151672,0.4565131664276123,0.4565131664276123,0.7356127867582534,-1.662051508082428,-0.4697613082298174,1.841194018875898,0.45240968799272435,0.15665724243602622,0,,
topcryptoai2.org,topcryptoai2,.org,0,12,0,1,1,crypto,0,4.057934393174854,0.296219200760899,0.4219804207483927,0.4219804207483927,0.7356127867582534,-1.662051508082428,-0.14243031207039564,1.7876745401565988,0.5397530796781606,0.16490542636801298,0,,
smartcrypto1.com,smartcrypto1,.com,1,12,0,1,1,crypto,0,4.928952858680208,0.3819159837618914,0.321538249651591,0.321538249651591,0.7356127867582534,-1.662051508082428,-0.20470594722655022,1.9157077338563449,1.2864974467792452,0.24984262705288063,1,1.2769380939440456,3.585643995149914
topcryptoguide.com,topcryptoguide,.com,1,14,0,0,1,crypto,0,11.090875278382514,0.5966962474925684,0.5916893482208252,0.5916893482208252,0.7356127867582534,-1.662051508082428,-0.016305544618768777,1.8012340521129737,1.1630808459388828,0.2340031630512823,1,1.013930990118452,2.756415186751613
cryptohelp.com,cryptohelp,.com,1,10,0,0,1,crypto,0,2.9856923515079505,0.0069168420362853,0.5036985874176025,0.5036985874176025,0.7356127867582534,-1.662051508082428,0.09760249962653357,1.78624358339828,1.4122391658000892,0.2666995853839461,0,,
cryptola101.net,cryptola101,.net,0,11,0,1,1,crypto,0,2.05653320161444,0.539141080925785,0.6646391749382019,0.6646391749382019,0.7356127867582534,-1.662051508082428,-0.3527625323682406,1.7356662201248434,0.21505760367255006,0.13593634954964287,0,,
topcryptonetwork.com,topcryptonetwork,.com,1,16,0,0,1,crypto,0,1.4512256324999409,0.3902388824447393,0.4098802804946899,0.4098802804946899,0.7356127867582534,-1.662051508082428,0.25349893710967986,1.8350382645511687,1.4395360083931823,0.27045313191505177,0,,
directcryptoconnect.com,directcryptoconnect,.com,1,19,0,0,1,crypto,0,2.1413617876849806,0.1100284228299799,0.3913694620132446,0.3913694620132446,0.7356127867582534,-1.662051508082428,0.022050828917144903,1.826618466792521,1.4707291115590295,0.2747829209357498,0,,
cryptofree2.ai,cryptofree2,.ai,0,11,0,1,1,crypto,0,3.25477717232985,0.5231330099195864,0.4258038600285848,0.4258038600285848,0.7356127867582534,-1.662051508082428,-0.6621811886591686,1.7896646405977794,-0.026613124900783103,0.117260810232032,0,,
fastcryptogroup.co,fastcryptogroup,.co,0,15,0,0,1,crypto,0,9.744808855172586,0.4943271217790567,0.4179562131563822,0.4179562131563822,0.7356127867582534,-1.662051508082428,-0.6855070041389608,1.7252913210971943,0.05946983459257829,0.12364343834342068,0,,
mycryptoapp.org,mycryptoapp,.org,0,11,0,0,1,crypto,0,2.433749860969661,0.1266474611402914,0.3725175062815348,0.3725175062815348,0.7356127867582534,-1.662051508082428,-0.004311752525258932,1.7988846177398885,0.8154127332690244,0.1932216358235111,0,,
crypto-fast1.net,crypto-fast1,.net,0,12,1,1,2,crypto,0,3.797233483697111,0.3842351494383117,0.4039577643076579,0.4039577643076579,0.7356127867582534,-1.662051508082428,-0.07733856122522392,1.7829063265456315,0.3866955697668924,0.15067546272530305,0,,
chicago-crypto.com,chicago-crypto,.com,1,14,1,0,2,crypto,0,3.2875620187874675,0.3084900940616683,0.4288184642791748,0.4288184642791748,0.7356127867582534,-1.662051508082428,-0.03619703975112172,1.6818122839078664,1.2883020032174821,0.2500794504619864,0,,
bostoncrypto.com,bostoncrypto,.com,1,12,0,0,1,crypto,0,6.77362208686878,0.1974148869189191,0.3652707735697428,0.3652707735697428,0.7356127867582534,-1.662051508082428,-0.009793859785576292,1.6707452413006676,1.4528695485241774,0.27229864456628955,0,,
cryptotop.ai,cryptotop,.ai,0,9,0,0,1,crypto,0,15.122133352252742,0.2438758917601462,0.3439746300379435,0.3439746300379435,0.7356127867582534,-1.662051508082428,0.07894594382856325,1.833702499711384,1.488659023912276,0.27729109458495216,0,,
cryptotrusted.co,cryptotrusted,.co,0,13,0,0,1,crypto,0,2.41446742841272,0.2338884236076724,0.2917985121409098,0.2917985121409098,0.7356127867582534,-1.662051508082428,0.3316773634469049,1.5803391642024673,1.2969375201711744,0.2512148139338834,0,,
crypto-service.io,crypto-service,.io,0,14,1,0,2,crypto,0,2.475237459099872,0.5258431206709803,0.4516302545865377,0.4516302545865377,0.7356127867582534,-1.662051508082428,-0.3888867153211453,1.8049230715635034,0.5958074653148469,0.17038024789163353,1,0.5471395773122504,1.7283022656091123
crypto-app.com,crypto-app,.com,1,10,1,0,2,crypto,0,6.212084613948735,0.0870735191311374,0.4066610336303711,0.4066610336303711,0.7356127867582534,-1.662051508082428,-0.41019005751527815,1.7502435847862965,0.33960224608359657,0.14650521240494352,0,,
primecryptosite.net,primecryptosite,.net,0,15,0,0,1,crypto,0,4.998485136236016,0.3320917734570429,0.581749677658081,0.581749677658081,0.7356127867582534,-1.662051508082428,-0.38266335026058385,1.8931499579569953,0.6198778391961278,0.1727751490973644,0,,
quickcryptobot.com,quickcryptobot,.com,1,14,0,0,1,crypto,0,10.054541223108547,0.3073763354352313,0.354511042435964,0.354511042435964,0.7356127867582534,-1.662051508082428,0.10112083350904741,1.7490127726742926,1.5287575586152315,0.28295114848008873,1,1.5810376643383126,4.859996240431378
expert-crypto-ai.com,expert-crypto-ai,.com,1,16,1,0,3,crypto,0,4.713152059168978,0.2657466655634916,0.4061891635258993,0.4061891635258993,0.7356127867582534,-1.662051508082428,0.43573158252625593,1.8412489665467542,1.8447994000979382,0.3298993272552336,1,1.8039263871566042,6.073447415855015
cryptoboston.com,cryptoboston,.com,1,12,0,0,1,crypto,0,2.676271904141469,0.3349417794057028,0.5929515759150188,0.5929515759150188,0.7356127867582534,-1.662051508082428,-0.15096880338382865,1.7567371221075792,0.9308896086060867,0.20613579427241976,0,,
cryptoprime360.com,cryptoprime360,.com,1,14,0,1,1,crypto,0,4.732212719061098,0.2946833724969313,0.3638979792594909,0.3638979792594909,0.7356127867582534,-1.662051508082428,-0.875594945455879,1.797590081685494,0.1841226746139193,0.1334128612935029,0,,
crypto-ai.com,crypto-ai,.com,1,9,1,0,2,crypto,0,6.457370220806012,0.267608828192,0.4569697380065918,0.4569697380065918,0.7356127867582534,-1.662051508082428,-0.5963975019136314,1.8474371518802066,0.23900540085851202,0.1379173899069241,0,,
truecryptolive1.org,truecryptolive1,.org,0,15,0,1,1,crypto,0,5.43190178197368,0.3662911918878143,0.523269772529602,0.523269772529602,0.7356127867582534,-1.662051508082428,-0.291562852978604,1.751485772100636,0.17377179359829828,0.13257739029824442,0,,
elitecryptoai24.com,elitecryptoai24,.com,1,15,0,1,1,crypto,0,4.501291783872725,0.2193085968392865,0.4410638411839803,0.4410638411839803,0.7356127867582534,-1.662051508082428,-0.19520511062332516,1.8682146201664749,1.1903874281433657,0.2374467778840659,0,,
expertcrypto360.com,expertcrypto360,.com,1,15,0,1,1,crypto,0,6.296568571082652,0.3328563023086342,0.4298553864161173,0.4298553864161173,0.7356127867582534,-1.662051508082428,-0.14293601953915425,1.7089943992380838,1.1375951795914234,0.23082061288634248,0,,
free-crypto-plus.org,free-crypto-plus,.org,0,16,1,0,3,crypto,0,6.696448788192182,0.6129773392581558,0.4444887240727743,0.4444887240727743,0.7356127867582534,-1.662051508082428,0.013503393043320972,1.8120576568112727,0.4854309110870248,0.15973537097041385,1,0.3924336242610027,1.4805795874551821
smartcrypto.com,smartcrypto,.com,1,11,0,0,1,crypto,0,7.608723322221034,0.3098328563064499,0.2941519021987915,0.2941519021987915,0.7356127867582534,-1.662051508082428,-0.10911121578785649,1.8623014072296307,1.2522169783669888,0.2453722538815831,0,,
cryptosite.co,cryptosite,.co,0,10,0,0,1,crypto,0,4.899954564652955,0.0324028610048589,0.4226171970367431,0.4226171970367431,0.7356127867582534,-1.662051508082428,0.3672688636901925,1.8412932287498294,1.2080920746600585,0.23969806877683544,1,1.1357022658611902,3.1133591812323127
mycrypto.com,mycrypto,.com,1,8,0,0,1,crypto,0,3.003352461197022,0.179483961236111,0.2901148796081543,0.2901148796081543,0.7356127867582534,-1.662051508082428,-0.23660605698847906,1.9418058195454353,1.3726611315611434,0.2613165045359198,0,,
cryptohub.com,cryptohub,.com,1,9,0,0,1,crypto,0,3.625630527711135,0.2678174839089762,0.3443427880605062,0.3443427880605062,0.7356127867582534,-1.662051508082428,-0.30181128581644,1.7274150840217497,0.747594725099054,0.18592885060014444,0,,
instantcryptoai.org,instantcryptoai,.org,0,15,0,0,1,crypto,0,6.847648987813377,0.1757943002660046,0.5109031995137533,0.5109031995137533,0.7356127867582534,-1.662051508082428,0.16760643848216156,1.6781582892987155,0.5056522395995757,0.16164440827243404,0,,
cryptoservice.com,cryptoservice,.com,1,13,0,0,1,crypto,0,2.0336629936769257,0.3398856034058096,0.3132657210032145,0.3132657210032145,0.7356127867582534,-1.662051508082428,-0.5374747244741417,1.708943420726993,0.6536492303228809,0.17618004658853792,0,,
instantcrypto.com,instantcrypto,.com,1,13,0,0,1,crypto,0,4.142104472292655,0.2840483641208592,0.3139833609263102,0.3139833609263102,0.7356127867582534,-1.662051508082428,0.13639209686200077,1.8413256347304774,1.6936431687226574,0.30694308560198746,0,,
cryptoteam2.io,cryptoteam2,.io,0,11,0,1,1,crypto,0,2.622155560695611,0.7348939571667656,0.3745616475741068,0.3745616475741068,0.7356127867582534,-1.662051508082428,0.0358936143041934,1.8283240641481528,0.7167399829169829,0.18268189543802807,1,0.6241696910294697,1.8666953798729204
cryptola360.com,cryptola360,.com,1,11,0,1,1,crypto,0,3.377875270920504,0.1884040100846122,0.4054544369379679,0.4054544369379679,0.7356127867582534,-1.662051508082428,-0.051604871471358595,1.7966707621783957,1.165282908486258,0.23427957347343192,1,1.2697857394078023,3.5600896937060442
fast-crypto1.net,fast-crypto1,.net,0,12,1,1,2,crypto,0,7.149705146217809,0.5141756448200638,0.4963662226994833,0.4963662226994833,0.7356127867582534,-1.662051508082428,0.5558966375022418,1.6986536654780322,1.351775042792483,0.2585042164698522,1,1.4414553953457871,4.226843070301437
easycrypto.com,easycrypto,.com,1,10,0,0,1,crypto,0,3.723482703054796,0.1266201568053267,0.5114716291427612,0.5114716291427612,0.7356127867582534,-1.662051508082428,-0.21777260585315128,1.8498396128729273,0.685944359565324,0.17948523631235408,1,0.677465815566221,1.9688818948675286
procryptomarket.com,procryptomarket,.com,1,15,0,0,1,crypto,0,3.4139225185154403,0.5133172046433342,0.424029529094696,0.424029529094696,0.7356127867582534,-1.662051508082428,0.7211043596834273,1.6905138471945593,1.8611639819492105,0.33243659759852257,0,,
directcryptoteam.com,directcryptoteam,.com,1,16,0,0,1,crypto,0,1.4682721707299915,0.3532395847627646,0.51296999057134,0.51296999057134,0.7356127867582534,-1.662051508082428,-0.07890100722983474,1.8812061959967545,1.3994718008286728,0.26495538603398683,0,,
cryptoteam101.com,cryptoteam101,.com,1,13,0,1,1,crypto,0,5.195288408768852,0.6957046706911895,0.5182401339213054,0.5182401339213054,0.7356127867582534,-1.662051508082428,-0.4469557557395798,2.0170853032577916,0.7232340500538773,0.18336161161574116,0,,
primecrypto.com,primecrypto,.com,1,11,0,0,1,crypto,0,4.890480246998547,0.0474310576222377,0.4246272643407186,0.4246272643407186,0.7356127867582534,-1.662051508082428,0.024471853348188854,1.8178063211323265,1.2206140306632123,0.24129913793658192,0,,
crypto-austin.net,crypto-austin,.net,0,13,1,0,2,crypto,0,12.157579883395387,0.4762023988535119,0.5566612879435222,0.5566612879435222,0.7356127867582534,-1.662051508082428,-0.3766858201115688,1.835138880259222,0.5844388109729315,0.16925831876046316,1,0.4191472265712396,1.5206642204894916
elitecrypto.net,elitecrypto,.net,0,11,0,0,1,crypto,0,2.760282581330621,0.3235468072995547,0.3478891650835673,0.3478891650835673,0.7356127867582534,-1.662051508082428,-0.26311454673472506,1.7490614478949578,0.7019596825951915,0.1811421795373618,0,,
securecryptosolutions101.com,securecryptosolutions101,.com,1,24,0,1,1,crypto,0,3.786682085904258,0.6395900785156408,0.5122265219688416,0.5122265219688416,0.7356127867582534,-1.662051508082428,0.1389616550054219,1.643673163719657,1.2877667246597881,0.25000918684939544,0,,
truecryptolive.com,truecryptolive,.com,1,14,0,0,1,crypto,0,3.855999357891815,0.4992524916852127,0.4971971114476522,0.4971971114476522,0.7356127867582534,-1.662051508082428,0.19445373102754368,1.7402726803641848,1.426820762034508,0.2687005482518632,0,,
cryptoonline.com,cryptoonline,.com,1,12,0,0,1,crypto,0,8.554624105955007,0.3654635596255301,0.3349736332893371,0.3349736332893371,0.7356127867582534,-1.662051508082428,-0.21775869508899034,1.7010586101187026,1.0708037365314023,0.22262443467017243,0,,
cryptoexperts.com,cryptoexperts,.com,1,13,0,0,1,crypto,0,3.1356067015224776,0.0140230960920655,0.4527156551678976,0.4527156551678976,0.7356127867582534,-1.662051508082428,0.3455918007662402,1.6727298632934013,1.598758630145428,0.29299774164102177,1,1.6506823204618826,5.210533868420188
fastcryptozone.com,fastcryptozone,.com,1,14,0,0,1,crypto,0,3.925182768849452,0.1362065798198898,0.5344278613726299,0.5344278613726299,0.7356127867582534,-1.662051508082428,0.40512771530739683,1.9262790247662545,1.7347048942788081,0.3130912938571355,0,,
smartcryptoapp.com,smartcryptoapp,.com,1,14,0,0,1,crypto,0,4.78142158893184,0.1323078863046948,0.3811073303222656,0.3811073303222656,0.7356127867582534,-1.662051508082428,0.5027056147971518,1.8103192308486644,2.1486622697581996,0.37849610139003736,0,,
crypto-smart.ai,crypto-smart,.ai,0,12,1,0,2,crypto,0,3.71346526321674,0.8106374515085053,0.4902927080790202,0.4902927080790202,0.7356127867582534,-1.662051508082428,0.18529469249400274,1.8188652358557211,0.8015411980040749,0.19171246849546986,0,,
trusted-crypto.ai,trusted-crypto,.ai,0,14,1,0,2,crypto,0,2.5399384063544828,0.3718930412727602,0.5457978447278341,0.5457978447278341,0.7356127867582534,-1.662051508082428,0.47720004922999454,1.7637684401909026,1.0806045030270253,0.2238139973121537,0,,
bestcryptosite.com,bestcryptosite,.com,1,14,0,0,1,crypto,0,3.730170696476245,0.2321512662524129,0.5821153521537781,0.5821153521537781,0.7356127867582534,-1.662051508082428,-0.6582794497909201,1.7746605428111275,0.34432288147633433,0.1469188877613681,1,0.266733439651459,1.3056923541299221
expertcryptocentral.net,expertcryptocentral,.net,0,19,0,0,1,crypto,0,6.322906868203321,0.5308304477244709,0.4891579349835714,0.4891579349835714,0.7356127867582534,-1.662051508082428,-0.1112672920199619,1.8656542839857493,0.9675395178668708,0.2103657240262229,0,,
easycryptosolutions.io,easycryptosolutions,.io,0,19,0,0,1,crypto,0,1.793359758021701,0.5568344274940922,0.3644993901252746,0.3644993901252746,0.7356127867582534,-1.662051508082428,-0.30345183971319917,1.7859032599109852,0.45600460040606644,0.15698999094233052,0,,
cryptoassist.com,cryptoassist,.com,1,12,0,0,1,crypto,0,3.5958550405338223,0.2265389090930715,0.3593746821085612,0.3593746821085612,0.7356127867582534,-1.662051508082428,0.04172905139458723,1.830945744448581,1.748600186376792,0.31518696228719256,0,,
seattlecrypto.com,seattlecrypto,.com,1,13,0,0,1,crypto,0,2.1813141385660604,0.3484616182410109,0.4661577939987182,0.4661577939987182,0.7356127867582534,-1.662051508082428,-0.20000722671885804,1.7728098855790013,1.1236225630441161,0.22908867366381272,0,,
chicagocrypto.com,chicagocrypto,.com,1,13,0,0,1,crypto,0,6.800716520922855,0.4758035275207421,0.4328941305478414,0.4328941305478414,0.7356127867582534,-1.662051508082428,-0.05815524468240633,1.7611179981480387,0.8767089366304086,0.1999984986860144,0,,
primecryptoai.co,primecryptoai,.co,0,13,0,0,1,crypto,0,1.331209406352241,0.1616385505983136,0.4388781388600667,0.4388781388600667,0.7356127867582534,-1.662051508082428,0.6587612080714172,1.6759370961584537,1.7616783061378014,0.3171662821534732,0,,
procryptopro.com,procryptopro,.com,1,12,0,0,1,crypto,0,2.3741675995130924,0.2787201010065274,0.530912180741628,0.530912180741628,0.7356127867582534,-1.662051508082428,-0.0594019287471324,1.6302703044172322,1.4613335236117355,0.27347423515785624,0,,
cryptochicago.com,cryptochicago,.com,1,13,0,0,1,crypto,0,4.163379503163003,0.3099735810970431,0.5603787302970886,0.5603787302970886,0.7356127867582534,-1.662051508082428,0.14482731101657487,1.7675652773212904,1.447753196774495,0.271589552524456,0,,
online-crypto-team101.com,online-crypto-team101,.com,1,21,1,1,3,crypto,0,8.493612560543529,0.6308634341443612,0.4081604878107707,0.4081604878107707,0.7356127867582534,-1.662051508082428,-0.08129426547348231,1.7930099647660611,1.3683748777484717,0.26073775596698257,0,,
cryptocentral.com,cryptocentral,.com,1,13,0,0,1,crypto,0,3.191687722025814,0.3796345763971445,0.2595608433087667,0.2595608433087667,0.7356127867582534,-1.662051508082428,0.026499650784891783,1.6855998264698993,1.515191943574826,0.2810284982568774,0,,
cryptoai.co,cryptoai,.co,0,8,0,0,1,crypto,0,2.379475972894132,0.2251666892190821,0.4724319775899251,0.4724319775899251,0.7356127867582534,-1.662051508082428,0.002105838152625011,1.7857322402038318,0.4736879028600084,0.15863515204137532,0,,
moderncryptoexperts.com,moderncryptoexperts,.com,1,19,0,0,1,crypto,0,10.26452978337095,0.0669548152097777,0.6947590907414755,0.6947590907414755,0.7356127867582534,-1.662051508082428,0.15691342309060582,1.7927904344458427,0.5405292962849995,0.16498026582863695,0,,
cryptonyc.com,cryptonyc,.com,1,9,0,0,1,crypto,0,1.3926266772129812,0.1897780353874142,0.5040904879570007,0.5040904879570007,0.7356127867582534,-1.662051508082428,0.4078576374415119,1.6160095889218522,1.4747441528903718,0.27534334983185,0,,
nyc-crypto.com,nyc-crypto,.com,1,10,1,0,2,crypto,0,0.8875560772702737,0.3953103689352534,0.4194476207097372,0.4194476207097372,0.7356127867582534,-1.662051508082428,0.5765878991611653,1.7152802566482424,1.5423854306194817,0.2848906188427415,0,,
cryptobest.com,cryptobest,.com,1,10,0,0,1,crypto,0,4.323255342710691,0.4815806767256543,0.3552901744842529,0.3552901744842529,0.7356127867582534,-1.662051508082428,0.1083670286682084,1.82107134090544,1.3414912886565817,0.25712678553844637,0,,
cryptoaustin.com,cryptoaustin,.com,1,12,0,0,1,crypto,0,2.4565734326670743,0.0790323466811758,0.5550963679949443,0.5550963679949443,0.7356127867582534,-1.662051508082428,0.20634141011246074,1.8194549277582621,1.3022181162885176,0.2519107711683077,0,,
cryptoeasy.org,cryptoeasy,.org,0,10,0,0,1,crypto,0,1.7990528099760716,0.0535590871556869,0.3673844536145528,0.3673844536145528,0.7356127867582534,-1.662051508082428,-0.4028025782149484,1.6961962360946217,0.7082435944679784,0.18179555838630515,0,,
localcryptoconnect.com,localcryptoconnect,.com,1,18,0,0,1,crypto,0,5.07848946711149,0.2211288774202229,0.445170799891154,0.445170799891154,0.7356127867582534,-1.662051508082428,-0.030756859845467197,1.8011660734465813,0.8677280321802635,0.19899453982284063,0,,
freecryptocentral.com,freecryptocentral,.com,1,17,0,0,1,crypto,0,3.843104210814207,0.0786087426568576,0.3534918030103048,0.3534918030103048,0.7356127867582534,-1.662051508082428,0.32910131270925613,1.8702828074354403,1.6998841635279573,0.30787321713235166,0,,
bestcryptoai.com,bestcryptoai,.com,1,12,0,0,1,crypto,0,2.3668331111424665,0.3208565698248675,0.4831387599309286,0.4831387599309286,0.7356127867582534,-1.662051508082428,0.3030890234460036,1.8506560661258744,1.9425238829416445,0.345193807596108,0,,
simplecrypto.io,simplecrypto,.io,0,12,0,0,1,crypto,0,1.5400538152730303,0.359057979976045,0.6190894047419231,0.6190894047419231,0.7356127867582534,-1.662051508082428,0.07406340647826758,1.7808673664454877,0.41723601665037396,0.15343177511314343,0,,
cryptola2.com,cryptola2,.com,1,9,0,1,1,crypto,0,5.603965078745406,0.3490407589093226,0.3854735692342123,0.3854735692342123,0.7356127867582534,-1.662051508082428,0.3102378858487833,1.7510521243406592,1.7782133279016423,0.31967828400130716,0,,
cryptopro.com,cryptopro,.com,1,9,0,0,1,crypto,0,4.9043408797716905,0.0481934275481932,0.4435816407203674,0.4435816407203674,0.7356127867582534,-1.662051508082428,0.1717683481478366,1.7381426706598422,1.2899530052646255,0.2502962529795922,1,1.3319786827088698,3.788532279368239
quickcryptopro101.com,quickcryptopro101,.com,1,17,0,1,1,crypto,0,3.12831487735359,0.5980025450971774,0.5099379022916158,0.5099379022916158,0.7356127867582534,-1.662051508082428,0.42010719039076255,1.825915812039375,1.632774116942169,0.297954355315123,0,,
globalcryptolive.com,globalcryptolive,.com,1,16,0,0,1,crypto,0,10.05411695240972,0.2154394737966742,0.3413556019465129,0.3413556019465129,0.7356127867582534,-1.662051508082428,0.10127570493498889,1.8040985472580335,1.8284047793445848,0.32736729534236203,0,,
globalcrypto.com,globalcrypto,.com,1,12,0,0,1,crypto,0,1.747085795621177,0.2706267795403812,0.2880078554153442,0.2880078554153442,0.7356127867582534,-1.662051508082428,-0.12449441044986212,1.8388425498947785,1.6322458388973944,0.29787700835726544,0,,
onlinecrypto.com,onlinecrypto,.com,1,12,0,0,1,crypto,0,1.329343082717929,0.6387890754103239,0.2715820074081421,0.2715820074081421,0.7356127867582534,-1.662051508082428,0.11754443992655826,1.7990401344562947,1.9012780228440402,0.3386971892175731,0,,
crypto-global.com,crypto-global,.com,1,13,1,0,2,crypto,0,2.1920894112796665,0.170959791388542,0.3673277298609416,0.3673277298609416,0.7356127867582534,-1.662051508082428,-1.0257080315484715,1.853991345434398,0.018934018734866054,0.12060152567895123,0,,
cryptodirect.com,cryptodirect,.com,1,12,0,0,1,crypto,0,3.230537041676545,0.1363619314254874,0.4506188631057739,0.4506188631057739,0.7356127867582534,-1.662051508082428,0.13401000773476732,1.7960576320432184,2.671887983378734,0.46762575281560437,0,,
globalcryptobot.io,globalcryptobot,.io,0,15,0,0,1,crypto,0,3.842040745575993,0.3351901027053522,0.362153152624766,0.362153152624766,0.7356127867582534,-1.662051508082428,-1.2769444888251742,1.8512653266971375,-0.3834649134952674,0.09377193087640405,0,,
trustedcryptoai.com,trustedcryptoai,.com,1,15,0,0,1,crypto,0,2.8727172684481395,0.1774087932186306,0.5221372842788696,0.5221372842788696,0.7356127867582534,-1.662051508082428,-0.6032121925918963,1.8581560510359336,0.6559642616989121,0.17641537361789278,0,,
expertcryptoteam.ai,expertcryptoteam,.ai,0,16,0,0,1,crypto,0,4.101009807547714,0.2924711410986566,0.5368411540985107,0.5368411540985107,0.7356127867582534,-1.662051508082428,0.15811901032934444,1.7241280989886174,0.9089997834779123,0.20363958878588312,0,,
cryptolive.com,cryptolive,.com,1,10,0,0,1,crypto,0,1.5668642756474318,0.1218373355332388,0.3541505336761474,0.3541505336761474,0.7356127867582534,-1.662051508082428,0.16713526804337833,1.6438387056569428,1.5639047438812754,0.28796939676902145,0,,
moderncrypto.com,moderncrypto,.com,1,12,0,0,1,crypto,0,7.895229864189685,0.1621625141005917,0.6103750069936117,0.6103750069936117,0.7356127867582534,-1.662051508082428,-0.40685007304897564,1.9119696578877667,0.803769818977675,0.19195432586407837,0,,
cryptoworld.net,cryptoworld,.net,0,11,0,0,1,crypto,0,3.1604337883267912,0.4049352507281354,0.2941721677780151,0.2941721677780151,0.7356127867582534,-1.662051508082428,-0.24923571465762856,1.8090229278635834,0.7321953146693204,0.18430278056969568,0,,
moderncryptozone2.com,moderncryptozone2,.com,1,17,0,1,1,crypto,0,6.490746186750403,0.5717250399334965,0.6635385751724243,0.6635385751724243,0.7356127867582534,-1.662051508082428,0.47968934601494617,1.6513313577669129,0.7975012819524596,0.19127463612331277,0,,
localcryptoconnect24.io,localcryptoconnect24,.io,0,20,0,1,1,crypto,0,4.0781163701403775,0.5723601206371095,0.4448139667510986,0.4448139667510986,0.7356127867582534,-1.662051508082428,-0.16941054605043665,1.7313846696291055,0.782460329044167,0.18965126255418369,0,,
localcrypto.com,localcrypto,.com,1,11,0,0,1,crypto,0,4.366893695364184,0.243219519595025,0.5163391431172689,0.5163391431172689,0.7356127867582534,-1.662051508082428,0.7850221093410448,1.8502401727961888,2.0496480153183105,0.36233441765144825,0,,
sfcrypto.io,sfcrypto,.io,0,8,0,0,1,crypto,0,4.673276203121821,0.0827044742305464,0.3776615858078003,0.3776615858078003,0.7356127867582534,-1.662051508082428,-0.0006719486117211522,1.766116082915971,1.3192983631339459,0.254170608874468,1,1.2999673537609562,3.669176880838415
quickcryptolive.com,quickcryptolive,.com,1,15,0,0,1,crypto,0,4.34325964297478,0.6423263127880798,0.4637256264686584,0.4637256264686584,0.7356127867582534,-1.662051508082428,0.14281266190844338,1.7475253158610724,1.3172010823810743,0.25389240533747,0,,
